template,id,bucket,matches,tested,best_query,evidence,note
utils/nuclei/templates/discover/application/industrialcontrolsystem/rockwell-factorytalk-view-se.yaml,rockwell-factorytalk-view-se-detect,not_confirmable,0,5,"http.html:""/FactoryTalk/""","title=FactoryTalk ViewPoint | data=HTTP/1.0 200 OK Date: Wed, 10 Jun 2026 15:05:37 GMT Server: Microsoft-WinCE/6.00 Set-Cookie: ASP.NET_SessionId=2f0623789e92770d599d86b35dc11","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/rockwell-factorytalk-viewpoint.yaml,rockwell-factorytalk-viewpoint-detect,not_confirmable,0,5,"http.html:""/ViewPoint/""","title=治験募集のアルバイト探しや治験とはを学ぶ | 治験バイトおすすめ情報局 | product=nginx | data=HTTP/1.1 200 OK Server: nginx Date: Wed, 10 Jun 2026 15:15:44 GMT Content-Type: text/html; charset=UTF-8 Transfer-Encoding: chunked Connecti","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/schneider-modicon-web.yaml,schneider-modicon-web-detect,not_confirmable,0,5,"http.html:""/Modicon/""","title=Latest News - Forgotten | product=Apache httpd | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 13:23:55 GMT Server: Apache/2.4.64 (Ubuntu) Set-Cookie: PHPSESSID=7748295364a180e8f1499175969a3973; p","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/schneider-power-monitoring-expert.yaml,schneider-power-monitoring-expert-detect,not_confirmable,0,5,"http.html:""/WebReach/""","title=Hood Cleaning Pittsburgh, PA - Up In The Hood Cleaners | product=LiteSpeed httpd | data=HTTP/1.1 200 OK Connection: Keep-Alive Keep-Alive: timeout=5, max=100 x-powered-by: PHP/8.4.20 Content-Type: text/html; charset=UTF-8 permis","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/schneider-power-operation.yaml,schneider-power-operation-detect,not_confirmable,0,5,"http.html:""/Runtime/""","title=20รับ100 Wallet คาสิโนเติมเครดิตง่าย โปรแรงแห่งไทย - 20รับ100 wallet | product=nginx | data=HTTP/1.1 200 OK Server: nginx Date: Wed, 10 Jun 2026 15:23:09 GMT Content-Type: text/html; charset=UTF-8 Transfer-Encoding: chunked Connecti","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/siemens-pcs7-web.yaml,siemens-pcs7-web-detect,not_confirmable,0,5,"http.html:""/Runtime/""","title=3CX Webclient | product=3CX Phone System Management Console | data=HTTP/1.1 200 OK Server: nginx Date: Wed, 10 Jun 2026 15:22:45 GMT Content-Type: text/html Content-Length: 1648 Last-Modified: Fri, 05 Jun 20","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/siemens-simatic-hmi-web.yaml,siemens-simatic-hmi-web-detect,not_confirmable,0,5,"http.html:""/Runtime/""","title=20รับ100 Wallet คาสิโนเติมเครดิตง่าย โปรแรงแห่งไทย - 20รับ100 wallet | product=nginx | data=HTTP/1.1 200 OK Server: nginx Date: Wed, 10 Jun 2026 15:23:09 GMT Content-Type: text/html; charset=UTF-8 Transfer-Encoding: chunked Connecti","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/siemens-simatic-wincc.yaml,siemens-simatic-wincc-detect,not_confirmable,0,5,"http.html:""/Portal/Portal.mwsl""",title=HYDAC FAM Webserver V02.10R04 | data=HTTP/1.1 200 OK content-type: text/html transfer-encoding: chunked,"Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/siemens-wincc-unified.yaml,siemens-wincc-unified-detect,not_confirmable,0,5,"http.html:""/Runtime/""","title=3CX Webclient | product=3CX Phone System Management Console | data=HTTP/1.1 200 OK Server: nginx Date: Wed, 10 Jun 2026 15:22:45 GMT Content-Type: text/html Content-Length: 1648 Last-Modified: Fri, 05 Jun 20","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/tridium-niagara-bms-console.yaml,tridium-niagara-bms-console-detect,not_confirmable,0,5,"http.html:""/login""","title=FortiManager-VM64: None | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 15:20:40 GMT Server: Avocent DSView 3/3 Last-Modified: Mon, 25 Mar 2024 12:53:15 GMT Content-Length: ","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/industrialcontrolsystem/wonderware-system-platform-web.yaml,wonderware-system-platform-web-detect,not_confirmable,0,5,"http.html:""/Wonderware/""","product=nginx | data=HTTP/1.1 200 OK Server: nginx Date: Wed, 10 Jun 2026 14:09:48 GMT Content-Type: text/html Content-Length: 5025 Last-Modified: Mon, 20 Nov 20","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/kube/kubernetes-enterprise-manager.yaml,kubernetes-enterprise-manager-detect,confirmed,4,5,"http.html:""kubernetes-dashboard""",https://ec2-52-44-46-230.compute-1.amazonaws.com; https://152.42.148.48; https://static.7.127.245.188.clients.your-server.de:8443,live nuclei match
utils/nuclei/templates/discover/application/kube/kubernetes.yaml,discover-kubernetes,needs_update,0,5,"http.html:""kubernetes-dashboard""","title=Kubernetes Dashboard | data=HTTP/1.1 200 OK Accept-Ranges: bytes Cache-Control: no-cache, no-store, must-revalidate Content-Length: 1412 Content-Type: text/html; charse","Shodan evidence supports this product, but sampled live targets did not match"
utils/nuclei/templates/discover/application/networkcontroller/cisco-meraki.yaml,cisco-meraki-webmanagement-detect,not_confirmable,0,5,"http.title:""Meraki""","title=Meraki Sports &amp; Entertainment | Redefining Sports &amp; Entertainment in Ind | data=HTTP/1.1 200 OK Date: Wed, 10 Jun 2026 14:50:45 GMT Content-Type: text/html; charset=utf-8 Transfer-Encoding: chunked Connection: keep-alive","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkcontroller/clearpass-policy-manager.yaml,clearpass-exposed-detect,not_confirmable,0,5,"http.html:""/admin""","title=深圳锐取工作流系统 | data=HTTP/1.1 200 OK Content-Length: 139447 Content-Type: text/html Server: MS-MFC-321-1/1.1 Date: Wed, 10 Jun 2026 15:22:22 GMT","Shodan candidates were noisy, product-mismatched, auth-only, protocol-mismatched, or unreachable"
utils/nuclei/templates/discover/application/networkedgeapplication/check-point-mobile-access.yaml,check-point-mobile-access-detect,confirmed,2,5,"http.html:""SSL Network Extender""",https://bzq-84-109-140-26.cablep.bezeqint.net; https://p7cdbb185.tokyff01.ap.so-net.ne.jp,live nuclei match
utils/nuclei/templates/discover/application/networkedgeapplication/cisco-asa-webvpn.yaml,cisco-asa-webvpn-detect,confirmed,2,5,"http.html:""+CSCOE+""",https://vpn.cookspest.com; https://ensonociscosecurevpn.chactg.com/+CSCOE+/logon.html,live nuclei match
utils/nuclei/templates/discover/application/networkedgeapplication/citrix-gateway-edge.yaml,citrix-gateway-edge-detect,confirmed,3,5,"http.title:""Citrix Gateway""",https://a2e38fb25c56cfddd.awsglobalaccelerator.com/logon/LogonPoint/index.html; https://brzugang.br.de/vpn/index.html; http://130.102.0.59:63210/vpn/index.html,live nuclei match
utils/nuclei/templates/discover/application/networkedgeapplication/f5-bigip-apm.yaml,f5-bigip-apm-detect,not_confirmable,0,0,"http.html:""my.policy"" ""F5 Networks""",,Shodan query error: HTTP 503: 
utils/nuclei/templates/discover/application/networkedgeapplication/fortinet-fortigate-sslvpn.yaml,fortinet-fortigate-sslvpn-detect,confirmed,4,5,"http.html:""fortigate ssl-vpn""",https://198-58-114-145.ip.linodeusercontent.com:10443; https://publicnet.healthicate.com; https://static.185.244.217.95.clients.your-server.de:10443/remote/login,live nuclei match
